4.185751787356838750e+14 2.005169302305674561e+12 -2.991105866965625000e+13 5.924928168299273438e+12 -2.365543534967316406e+12 -8.913874277180953979e+09 6.815582080457145691e+09 2.105838653104760742e+10 -4.478821862095237732e+09 0.000000000000000000e+00 8.750116173714280128e+08 -1.004433344304762125e+09 -4.168554967834664551e+12 -1.156312872640426758e+13 0.000000000000000000e+00
0.000000000000000000e+00 1.882715484560064941e+12 2.006029873893327393e+12 -3.973641667968761597e+11 1.586487142280142822e+11 5.978223067809529305e+08 -4.570972031571428776e+08 -1.412312180047619820e+09 3.003788850952378511e+08 0.000000000000000000e+00 -5.868396247142859548e+07 6.736382410476188362e+07 2.795703719081665649e+11 7.754985176894667969e+11 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.189345411130938125e+14 5.927471008365024414e+12 -2.366558770714840332e+12 -8.917699902742856979e+09 6.818507168271427155e+09 2.106742429614286804e+10 -4.480744067285715103e+09 0.000000000000000000e+00 8.753871518142856359e+08 -1.004864423514285564e+09 -4.170344013758500977e+12 -1.156809134977720117e+13 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.643799253812905469e+13 4.687794864569144287e+11 1.766461425980952501e+09 -1.350643106057142973e+09 -4.173138003047617435e+09 8.875676060952377319e+08 0.000000000000000000e+00 -1.734009501714285314e+08 1.990484387047618628e+08 8.260820518426665039e+11 2.291463871229866699e+12 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.620260622272602051e+12 -7.052644837714282274e+08 5.392478991857143641e+08 1.666136591571429014e+09 -3.543637581428570151e+08 0.000000000000000000e+00 6.923079655714286864e+07 -7.947062545714285970e+07 -3.298154849444999390e+11 -9.148731245723997803e+11 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.720622506666664779e+07 2.032001485714286566e+06 6.278359238095236011e+06 -1.335318476190475980e+06 0.000000000000000000e+00 2.608764571428570780e+05 -2.994623238095238339e+05 -1.242815329333333015e+09 -3.447437720533333302e+09 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.175146459999999031e+07 -4.800457285714286380e+06 1.020989571428571246e+06 0.000000000000000000e+00 -1.994671285714286205e+05 2.289700285714285565e+05 9.502613144999997616e+08 2.635923956399999619e+09 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.076504066666667759e+08 3.154593809523810633e+06 0.000000000000000000e+00 -6.163018571428572759e+05 7.074581904761904152e+05 2.936061781666666031e+09 8.144323534666666985e+09 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.393126666666666046e+06 0.000000000000000000e+00 1.310787142857142899e+05 -1.504663809523809177e+05 -6.244589383333332539e+08 -1.732182769333332777e+09 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.585174000000000233e+05 2.939608571428570576e+04 1.219983385000000149e+08 3.384104331999999285e+08 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.724162666666666046e+05 -1.400429396666666567e+08 -3.884642402666665912e+08 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.136800448081665039e+12 -1.612187157835333008e+12 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.260850317035625781e+13 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
